LAND;EIU;REGION;NETZ;ANLAGEN_NR;STR_NR;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RIKZ;RIL_100;STR_MEHRFACHZUORD;LAENGE;ANZ_STR_GL;QUERSCHN;BAUWEISE;WL_SERVICEEINR
BW;DB Netz (ohne RNI);SW;Stuttgart;13000016;4120;95,9 + 48;96,2 + 20;109590048;109620020;0;nv;nv;272;2;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000018;4200;19,4 + 59;19,6 + 39;101940059;101960039;0;nv;nv;180;2;43,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000020;4540;86,2 + 69;86,3 + 64;108620069;108630064;0;nv;nv;95;1;22,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000021;4600;68,7 + 59;69,2 + 52;106870059;106920052;0;nv;nv;493;1;40,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000022;4600;94,7 + 0;94,9 + 96;109470000;109490096;0;TSUL;nv;296;1;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000023;4600;117,3 + 83;117,4 + 86;111730083;111740086;0;nv;nv;103;1;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000024;4600;120,0 + 28;120,6 + 82;112000028;112060082;0;nv;nv;654;1;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000025;4600;120,8 + 4;121,0 + 73;112080004;112100073;0;nv;nv;269;1;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000026;4600;122,3 + 8;122,4 + 22;112230008;112240022;0;nv;nv;114;1;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000027;4630;78,7 + 15;78,8 + 40;107870015;107880040;0;nv;nv;125;1;20,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000028;4630;80,4 + 34;80,7 + 60;108040034;108070060;0;nv;nv;326;1;21,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000030;4660;14,3 + 82;15,0 + 66;101430082;101500066;0;nv;nv;684;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000031;4660;19,2 + 59;19,4 + 40;101920059;101940040;0;nv;nv;181;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000032;4660;31,0 + 35;31,3 + 10;103100035;103130010;0;nv;nv;275;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000033;4660;34,2 + 11;34,2 + 85;103420011;103420085;0;nv;nv;74;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000034;4700;2,3 + 18;2,6 + 49;100230018;100260049;0;nv;nv;331;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000035;4701;2,3 + 56;2,6 + 87;100230056;100260087;0;nv;nv;331;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Ulm;13000036;4710;92,1 + 80;92,7 + 53;109210080;109270053;0;nv;nv;574;1;40,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000037;4720;6,6 + 32;6,9 + 4;100660032;100690004;0;nv;nv;272;2;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Ulm;13000038;4760;16,5 + 11;16,7 + 71;101650011;101670071;0;nv;nv;260;1;30,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000039;4800;3,6 + 13;4,2 + 93;100360013;100420093;0;nv;nv;680;2;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000040;4801;3,6 + 13;4,2 + 93;100360013;100420093;0;nv;nv;680;2;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000043;4850;3,6 + 14;4,0 + 20;100360014;100400020;0;nv;nv;406;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000044;4850;5,1 + 56;5,5 + 27;100510056;100550027;0;nv;nv;371;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000045;4850;7,4 + 2;7,9 + 62;100740002;100790062;0;nv;nv;560;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000046;4850;27,6 + 45;28,1 + 23;102760045;102810023;0;nv;nv;478;1;43,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000047;4850;31,0 + 72;31,3 + 52;103100072;103130052;0;nv;nv;280;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000048;4850;34,9 + 40;35,1 + 66;103490040;103510066;0;nv;nv;226;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000049;4850;37,2 + 16;37,4 + 69;103720016;103740069;0;TWIB;nv;253;1;43,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000050;4850;40,1 + 75;40,3 + 41;104010075;104030041;0;nv;nv;166;1;43,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000051;4850;53,8 + 32;55,3 + 89;105380032;105530089;0;nv;nv;1557;1;44,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000053;4860;4,4 + 85;5,0 + 64;100440085;100500064;0;nv;nv;579;2;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000054;4860;8,9 + 23;9,1 + 81;100890023;100910081;0;TSW;nv;258;2;43,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000056;4860;63,2 + 79;63,5 + 88;106320079;106350088;0;nv;nv;309;2;44,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000059;4861;0,3 + 73;0,6 + 95;100030073;100060095;0;TSB;nv;322;2;65,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000061;4861;1,3 + 30;1,5 + 13;100130030;100150013;0;TSB;nv;183;2;22,577;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000063;4861;1,9 + 57;2,2 + 80;100190057;100220080;0;TSB;nv;323;2;23,010;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000065;4861;2,6 + 21;5,0 + 0;100260021;100500000;0;TSS;nv;2379;1;35,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000066;4861;2,6 + 20;5,0 + 0;100260020;100500000;0;TSS;nv;2380;1;35,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000067;4864;0,0 + 68;1,4 + 35;100000068;100140035;0;TSS;nv;1367;1;75,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000068;4900;36,4 + 63;37,0 + 47;103640063;103700047;0;nv;nv;584;1;35,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000069;4900;36,4 + 63;37,0 + 47;103640063;103700047;0;nv;nv;584;1;35,000;B;nv
BW;RNI;S;Westfrankenbahn (RNI);13000070;4920;19,2 + 63;19,4 + 65;101920063;101940065;0;TGAM;nv;202;1;42,000;B;nv
BW;RNI;S;Westfrankenbahn (RNI);13000071;4920;21,5 + 6;21,8 + 55;102150006;102180055;0;nv;nv;349;1;42,000;B;nv
BW;RNI;S;Westfrankenbahn (RNI);13000072;4920;28,2 + 43;28,7 + 85;102820043;102870085;0;nv;nv;542;1;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000073;4930;5,9 + 9;6,2 + 18;100590009;100620018;0;nv;nv;309;2;55,000;B;nv
BW;DB Netz (ohne RNI);SW;Ulm;13000074;4930;42,2 + 56;43,1 + 16;104220056;104310016;0;nv;nv;860;1;43,000;B;nv
BW;DB Netz (ohne RNI);SW;Ulm;13000075;4930;48,2 + 60;48,6 + 75;104820060;104860075;0;nv;nv;415;1;35,000;B;nv
BW;DB Netz (ohne RNI);SW;Ulm;13000077;4950;58,6 + 99;58,8 + 43;105860099;105880043;0;nv;nv;144;2;43,000;B;nv
BW;DB Netz (ohne RNI);SW;Ulm;13000078;4950;62,2 + 10;62,3 + 39;106220010;106230039;0;nv;nv;129;2;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000079;4950;66,3 + 98;66,4 + 70;106630098;106640070;1;nv;nv;72;2;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000080;4950;66,4 + 95;66,7 + 82;106640095;106670082;0;nv;nv;287;2;42,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000081;4950;113,0 + 32;113,9 + 23;111300032;111390023;0;nv;nv;891;2;42,000;B;nv
BW;RNI;S;Westfrankenbahn (RNI);13000082;4953;37,7 + 61;38,0 + 33;103770061;103800033;0;nv;nv;272;1;39,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000083;4861;5,0 + 0;7,3 + 51;100500000;100730051;0;nv;nv;2351;2;61,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000085;4861;7,5 + 79;8,2 + 11;100750079;100820011;0;nv;nv;632;2;61,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000086;4842;136,8 + 33;137,5 + 58;113680033;113750058;0;nv;nv;725;2;79,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000087;4842;137,5 + 58;137,9 + 0;113750058;113790000;0;nv;nv;342;1;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000088;4842;137,5 + 59;137,9 + 35;113750059;113790035;0;nv;nv;376;1;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000089;4080;60,4 + 25;61,4 + 31;106040025;106140031;0;nv;nv;1006;2;85,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000090;4080;62,0 + 86;68,9 + 10;106200086;106890010;0;nv;nv;6824;2;85,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000091;4080;71,7 + 40;72,8 + 55;107170040;107280055;0;nv;nv;1115;2;85,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000092;4080;73,2 + 45;73,6 + 48;107320045;107360048;0;nv;nv;403;2;85,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000093;4080;79,0 + 93;81,8 + 79;107900093;108180079;0;TV;nv;2786;2;92,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000094;4080;84,1 + 66;86,0 + 44;108410066;108600044;0;nv;nv;1878;2;85,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000098;4812;10,2 + 31;10,3 + 63;101020031;101030063;0;nv;nv;132;1;45,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000099;2631;124,4 + 17;124,5 + 94;112440017;112450094;0;nv;nv;177;1;43,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000100;2631;125,6 + 93;125,9 + 10;112560093;112590010;0;nv;nv;217;1;43,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000101;2631;127,0 + 1;128,2 + 67;112700001;112820067;0;nv;nv;1266;1;43,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000102;2631;133,2 + 94;133,7 + 14;113320094;113370014;0;nv;nv;420;1;45,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000103;2631;140,1 + 27;140,3 + 91;114010027;114030091;0;nv;nv;264;1;42,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000104;2631;140,9 + 29;141,2 + 62;114090029;114120062;0;nv;nv;333;1;42,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000105;2631;142,7 + 30;143,0 + 23;114270030;114300023;0;nv;nv;293;1;42,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000106;2631;143,9 + 21;144,1 + 21;114390021;114410021;0;nv;nv;200;1;45,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000107;2631;149,1 + 47;149,2 + 85;114910047;114920085;0;nv;nv;138;1;43,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000108;2631;160,8 + 36;161,2 + 86;116080036;116120086;0;nv;nv;450;2;68,660;B;nv
